time_bin,-1,0,1,2,3,4,5,6,7,8,9
2020-01-01,0.17346938775510204,0.01020408163265306,0.14285714285714285,0.05102040816326531,0.19387755102040816,0.12244897959183673,0.05102040816326531,0.11224489795918367,0.12244897959183673,0.0,0.02040816326530612
2020-04-01,0.06711409395973154,0.1040268456375839,0.17114093959731544,0.45302013422818793,0.0,0.030201342281879196,0.006711409395973154,0.12080536912751678,0.03691275167785235,0.006711409395973154,0.003355704697986577
2020-07-01,0.06698564593301436,0.04784688995215311,0.17703349282296652,0.45454545454545453,0.03349282296650718,0.004784688995215311,0.1291866028708134,0.06698564593301436,0.009569377990430622,0.004784688995215311,0.004784688995215311
2020-10-01,0.0703125,0.078125,0.234375,0.1796875,0.0,0.171875,0.0859375,0.0703125,0.0546875,0.0,0.0546875
2021-01-01,0.0430622009569378,0.6052631578947368,0.11004784688995216,0.07177033492822966,0.004784688995215311,0.028708133971291867,0.03349282296650718,0.004784688995215311,0.004784688995215311,0.050239234449760764,0.0430622009569378
2021-04-01,0.03954802259887006,0.3050847457627119,0.1638418079096045,0.1751412429378531,0.14689265536723164,0.03389830508474576,0.02824858757062147,0.04519774011299435,0.04519774011299435,0.01694915254237288,0.0
2021-07-01,0.043209876543209874,0.37037037037037035,0.3765432098765432,0.06172839506172839,0.012345679012345678,0.030864197530864196,0.024691358024691357,0.012345679012345678,0.030864197530864196,0.030864197530864196,0.006172839506172839
2021-10-01,0.06293706293706294,0.38461538461538464,0.2097902097902098,0.09090909090909091,0.0,0.08391608391608392,0.06293706293706294,0.02097902097902098,0.0,0.08391608391608392,0.0
2022-01-01,0.06976744186046512,0.4108527131782946,0.2868217054263566,0.03875968992248062,0.007751937984496124,0.03875968992248062,0.13178294573643412,0.0,0.015503875968992248,0.0,0.0
2022-04-01,0.14285714285714285,0.5384615384615384,0.14285714285714285,0.04395604395604396,0.03296703296703297,0.01098901098901099,0.03296703296703297,0.01098901098901099,0.02197802197802198,0.0,0.02197802197802198
2022-07-01,0.06382978723404255,0.43617021276595747,0.20212765957446807,0.07446808510638298,0.11702127659574468,0.02127659574468085,0.031914893617021274,0.0,0.02127659574468085,0.0,0.031914893617021274
2022-10-01,0.04716981132075472,0.3584905660377358,0.07547169811320754,0.009433962264150943,0.1320754716981132,0.04716981132075472,0.05660377358490566,0.19811320754716982,0.04716981132075472,0.02830188679245283,0.0
2023-01-01,0.07476635514018691,0.2523364485981308,0.17757009345794392,0.102803738317757,0.009345794392523364,0.19626168224299065,0.028037383177570093,0.009345794392523364,0.07476635514018691,0.056074766355140186,0.018691588785046728
2023-04-01,0.12359550561797752,0.2808988764044944,0.2696629213483146,0.07865168539325842,0.011235955056179775,0.16853932584269662,0.011235955056179775,0.011235955056179775,0.033707865168539325,0.0,0.011235955056179775
2023-07-01,0.057971014492753624,0.391304347826087,0.2028985507246377,0.028985507246376812,0.08695652173913043,0.14492753623188406,0.0,0.014492753623188406,0.028985507246376812,0.014492753623188406,0.028985507246376812
2023-10-01,0.06593406593406594,0.1978021978021978,0.4175824175824176,0.03296703296703297,0.2087912087912088,0.01098901098901099,0.02197802197802198,0.01098901098901099,0.02197802197802198,0.0,0.01098901098901099
2024-01-01,0.046875,0.28125,0.25,0.03125,0.046875,0.15625,0.0625,0.03125,0.0625,0.0,0.03125
2024-04-01,0.041666666666666664,0.10416666666666667,0.22916666666666666,0.0625,0.40625,0.041666666666666664,0.0625,0.010416666666666666,0.03125,0.010416666666666666,0.0
2024-07-01,0.0213903743315508,0.06417112299465241,0.7647058823529411,0.0374331550802139,0.03208556149732621,0.0427807486631016,0.0053475935828877,0.0,0.0,0.0053475935828877,0.026737967914438502
2024-10-01,0.030303030303030304,0.22727272727272727,0.25757575757575757,0.0,0.09090909090909091,0.06060606060606061,0.16666666666666666,0.12121212121212122,0.030303030303030304,0.0,0.015151515151515152
