time_bin,-1,0,1,2,3,4,5,6,7,8,9,10,11
2020-01-01,0.19801980198019803,0.0,0.07920792079207921,0.04950495049504951,0.0297029702970297,0.04950495049504951,0.18811881188118812,0.10891089108910891,0.04950495049504951,0.10891089108910891,0.1188118811881188,0.0,0.019801980198019802
2020-04-01,0.11419753086419752,0.08333333333333333,0.09567901234567901,0.41358024691358025,0.08024691358024691,0.021604938271604937,0.0,0.027777777777777776,0.006172839506172839,0.1111111111111111,0.037037037037037035,0.006172839506172839,0.0030864197530864196
2020-07-01,0.044642857142857144,0.05357142857142857,0.09375,0.4419642857142857,0.0625,0.07142857142857142,0.026785714285714284,0.004464285714285714,0.12053571428571429,0.0625,0.013392857142857142,0.004464285714285714,0.0
2020-10-01,0.0962962962962963,0.06666666666666667,0.05185185185185185,0.15555555555555556,0.05185185185185185,0.15555555555555556,0.007407407407407408,0.16296296296296298,0.08148148148148149,0.06666666666666667,0.05185185185185185,0.0,0.05185185185185185
2021-01-01,0.06711409395973154,0.5525727069351231,0.05145413870246085,0.058165548098434,0.06487695749440715,0.049217002237136466,0.0044742729306487695,0.024608501118568233,0.03131991051454139,0.0044742729306487695,0.0044742729306487695,0.049217002237136466,0.03803131991051454
2021-04-01,0.07772020725388601,0.27461139896373055,0.10362694300518134,0.13989637305699482,0.08290155440414508,0.031088082901554404,0.13471502590673576,0.031088082901554404,0.025906735751295335,0.04145077720207254,0.04145077720207254,0.015544041450777202,0.0
2021-07-01,0.04790419161676647,0.3473053892215569,0.05389221556886228,0.059880239520958084,0.029940119760479042,0.31736526946107785,0.011976047904191617,0.029940119760479042,0.023952095808383235,0.011976047904191617,0.029940119760479042,0.029940119760479042,0.005988023952095809
2021-10-01,0.12666666666666668,0.37333333333333335,0.03333333333333333,0.08,0.04666666666666667,0.1,0.0,0.08,0.06,0.02,0.0,0.08,0.0
2022-01-01,0.08396946564885496,0.3969465648854962,0.08396946564885496,0.03816793893129771,0.05343511450381679,0.1450381679389313,0.015267175572519083,0.03816793893129771,0.1297709923664122,0.0,0.015267175572519083,0.0,0.0
2022-04-01,0.14583333333333334,0.5,0.052083333333333336,0.03125,0.0625,0.08333333333333333,0.03125,0.010416666666666666,0.03125,0.010416666666666666,0.03125,0.0,0.010416666666666666
2022-07-01,0.08490566037735849,0.3867924528301887,0.12264150943396226,0.0660377358490566,0.11320754716981132,0.02830188679245283,0.10377358490566038,0.018867924528301886,0.02830188679245283,0.0,0.018867924528301886,0.0,0.02830188679245283
2022-10-01,0.042735042735042736,0.3247863247863248,0.042735042735042736,0.008547008547008548,0.09401709401709402,0.017094017094017096,0.11965811965811966,0.03418803418803419,0.05128205128205128,0.1794871794871795,0.05982905982905983,0.02564102564102564,0.0
2023-01-01,0.13445378151260504,0.20168067226890757,0.1092436974789916,0.08403361344537816,0.10084033613445378,0.03361344537815126,0.01680672268907563,0.16806722689075632,0.01680672268907563,0.0,0.06722689075630252,0.05042016806722689,0.01680672268907563
2023-04-01,0.14563106796116504,0.22330097087378642,0.1941747572815534,0.06796116504854369,0.13592233009708737,0.019417475728155338,0.009708737864077669,0.14563106796116504,0.009708737864077669,0.009708737864077669,0.02912621359223301,0.0,0.009708737864077669
2023-07-01,0.039473684210526314,0.35526315789473684,0.11842105263157894,0.06578947368421052,0.09210526315789473,0.02631578947368421,0.09210526315789473,0.13157894736842105,0.0,0.013157894736842105,0.02631578947368421,0.013157894736842105,0.02631578947368421
2023-10-01,0.1875,0.15625,0.25,0.03125,0.052083333333333336,0.03125,0.20833333333333334,0.010416666666666666,0.03125,0.010416666666666666,0.020833333333333332,0.0,0.010416666666666666
2024-01-01,0.07462686567164178,0.2537313432835821,0.1791044776119403,0.029850746268656716,0.04477611940298507,0.04477611940298507,0.04477611940298507,0.14925373134328357,0.05970149253731343,0.029850746268656716,0.05970149253731343,0.0,0.029850746268656716
2024-04-01,0.038834951456310676,0.10679611650485436,0.1650485436893204,0.05825242718446602,0.06796116504854369,0.04854368932038835,0.36893203883495146,0.038834951456310676,0.05825242718446602,0.009708737864077669,0.02912621359223301,0.009708737864077669,0.0
2024-07-01,0.0779816513761468,0.05504587155963303,0.5825688073394495,0.03211009174311927,0.13302752293577982,0.022935779816513763,0.027522935779816515,0.03669724770642202,0.0045871559633027525,0.0,0.0,0.0045871559633027525,0.022935779816513763
2024-10-01,0.08333333333333333,0.20833333333333334,0.1527777777777778,0.0,0.09722222222222222,0.013888888888888888,0.08333333333333333,0.05555555555555555,0.1527777777777778,0.1111111111111111,0.027777777777777776,0.0,0.013888888888888888
